headline,label
S&W Secures New $35M Working Capital Facility With CIBC,Credit Ratings
Fitch Downgrades Turkey's Outlook to Stable from Positive; Affirms BB+,Credit Ratings
Moody's Affirms Ratings on Nokia; Outlook Revised from Negative to Developing,Credit Ratings
Callon Petroleum Gets Reaffirmation Of Its Borrowing Base From Lending Group,Credit Ratings
"BlackRock's Outlook Upgraded By Moody's, Ratings Affirmed",Credit Ratings
"Moody's Confirming on Twitter: Have Placed BNY Mellon, Northern Trust, State Street on Review for Downgrade",Credit Ratings
S&P Upgrades T-Mobile From BB To BB+; Outlook Stable,Credit Ratings
S&P Upgrades CSX Corp. from BBB to BBB+; Outlook Stable,Credit Ratings
S&P Assigns Negative Outlooks On U.S.-Based Insurance Groups,Credit Ratings
Rackspace To Enter Public-Partnership With Austin Community College; Will Move 570 Of Rackspace's Austin Employees To Acc's Highland Campus,Labour Issues
"CSX, Mechanical Unions Report Progressive Labor Partnership",Labour Issues
Broadcom 10-Q Discloses ~1100 Employees Terminated As Result Of Brocade Merger,Labour Issues
"UPDATE: EQT To Cut Workforce By ~23%, Or 196 Positions; Will Represent ~$50M Of Annual General & Administrative Costs",Labour Issues
"UPDATE: Lattice Semi Says ~150 Employees In Co.'s HDMI, Related Products Of Lattice In US, China, India Will Be Offered Employment At INVECAS",Labour Issues
Ulta Announces To Temporarily Furlough Store And Salon Associates,Labour Issues
Delta Airlines Will Pay Out $1.1B In Profit-Sharing With Employees,Labour Issues
Tesla To Reduce 75% Of All On-Site Staff At Nevada Gigafactory Due To Pandemic,Labour Issues
"This Day In Market History: 3,400 UAW Workers Walk Out Of GM Plant",Labour Issues
"Seagate Technology To Cut Workforce By 1,050 in 8K Filing",Labour Issues
"JC Penney Temporarily Lays Off Majority Of Store Hourly Associates, Effective Apr. 2",Labour Issues
"SpartanNash Outlines Hiring Initiative Related To Displaced Workers, Students At Retail Locations",Labour Issues
"GM-UAW Strike Nears Third Week, Costing Thousands Their Jobs And The Company Millions",Labour Issues
New York Times Says It Will Cut 50 Non-Newsroom Jobs,Labour Issues
"Spruce Point Capital Tweets: Spruce Pt tgt $SABR cutting 9% of workforce, trimmed top end of Ad EBITDA, never forget the warning about inability to provide GAAP figures",Labour Issues
"Automakers, Tire Manufacturers Announce Plant Closures In Mexico",Labour Issues
'Facebook Employees Stage Virtual Walkout to Protest Trump Posts' -Breaking New York Times Report,Labour Issues
"Meredith Whitney Says Banking Sector Will Lose 50,000 More Jobs",Labour Issues
"In A Presentation, Deutsche Bank Says It Targets Reducing Group Headcount To Below 93K By End-2018",Labour Issues
Ford To Cut 7K Salaried Jobs Worldwide As Part Of Restructuring,Labour Issues
Sotherly Hotels Raises Qtr. Dividend From $0.115 To $0.12/Share,Dividends
Genesis Energy LP Raises Qtr. Distribution from $0.485 to $0.4975/Share,Dividends
Dollar General Raises Qtr. Dividend From $0.26 To $0.29/Share; Adds $1B To Buyback Plan,Dividends
UPDATE: Segate Increases Dividend to $0.32 from $0.25,Dividends
UPDATE: CVS Raises Qtr. Dividend from $0.275 to $0.35/Share,Dividends
FedEx Corp. Declares Quarterly Dividend of $.12 (FDX),Dividends
Garmin Shareholders Accept Quarterly Dividend Of $0.51 Per Share,Dividends
Portland General Electric Raises Qtr. Dividend From $0.34 to $0.3625/Share,Dividends
Star Bulk Carriers Lowers Dividend to $0.015/Share in Q4,Dividends
Fidelity National Financial Increases Qtr. Dividend From $0.21 To $0.25/Share,Dividends
Arbor Realty Raises Qtr. Dividend from $0.15 to $0.16/Share,Dividends
Steven Madden Let. Raises Quarterly Dividend From $0.13 To $0.14/Share,Dividends
Standex Raises Qtr. Dividend from $0.10 to $0.12/Share,Dividends
Two Harbors Lowers Qtr. Dividend from $0.32 to $0.31/Share,Dividends
Interpublic Group Increases Qtr. Dividend From $0.15 To $0.18/Share,Dividends
Dreyfus Strategic Municipal Bond Fund Inc. Announces Dividend Reduction To $0.0415/share From $0.0475/share,Dividends
HealthSouth Declares Dividend of $16.25 on Preferred Stock,Dividends
RCM Technologies Announces $1/Share Special Dividend Payable Dec. 28 To Holders OF Record Dec. 22,Dividends
TransCanada Declares Quarterly Dividends Board Approves Dividend of $0.42 Per Common Share (TRP),Dividends
Broadridge Increases Dividend from $0.16 to $0.18; Adds 4M Shares to Repurchase Program,Dividends
Hearing Petrobras Board Names Ivan Monteiro Interim CEO Following Parente Resignation,Management changes
Popeyes Louisiana Kitchen Names John Merkin COO-U.S.,Management changes
"'Walmart poaches ex-Google, Amazon exec Suresh Kumar for new CTO role' -CNBC",Management changes
Sohu.com Says Wang Resigned as COO for Personal Reasons,Management changes
Univest Financial Corporation Announces Retirement Of Chief Financial Officer And Planned Succession,Management changes
Orexigen Therapeutics Announces Promotions of Tom Cannell to COO and Jason Keyes to CFO,Management changes
Francesca's Reports Chief Merchandising Officer Sei Jin Alt To Retire,Management changes
Regions Announces Fournier J. Gale Moved To Senior Advisory Role;m Tara A. Plimpton Named General Counsel,Management changes
Mylan Confirms In PR Minivelle First-to-File Patent Challenge,Product Approval
FDA Grants Merck Priority Review To Co.'s  Supplemental Biologics License Application For Its KEYTRUDA Hepatocellular Carcinoma Therapy,Product Approval
"Emergent BioSolutions Reports Submission To FDA Of Its Application Covering Emergency Use Authorization For NuThraxNPS Pharma Reports FDA Acceptance of sNDA for Gattex, Sees FDA Action by Jun. 28th, 2014",Product Approval
Dicerna Highlights Presentation Of Additional Data From PHYOX1 Study Of DCR-PHXC In Patients With Primary Hyperoxaluria Type 1And Type 2,Products-Services
"The Daily Biotech Pulse: Endo's Cellulite Treatment Accepted For Review, Diffusion Pharma Reports Positive Glioblastoma Data",Product Approval
Medtronic Receives CE Mark for Recapturable CoreValve Evolut R System  ,Product Approval
BIOLASE Gets 501(k) Clearance for Waterlase Express,Product Approval
"Sanofi UK Marketing Authorization Granted For Sanofi Pasteur's Trivalent Influenza Vaccine (Split Virion, Inactivated) High Dose (TIV High Dose)",Product Approval
Novo Nordisk Announces FDA Approves Inclusion of Data on Cardiovascular Outcomes and Severe Hypoglycaemia in the Tresiba,Product Approval
Sucampo Pharmaceuticals Receives Orphan Designation from EU for Unoprostone Isopropyl for Treatment of Retinitis Pigmentosa ,Product Approval
Esperion Therapeutics shares are trading higher after the company announced European Commission approval of its NILEMDO tablet.,Product Approval
Seagate's Self-Encrypting Laptop Hard Drive First to Win Key U.S. Government Certification,Product Approval
FDA Has Approved Merck's Keytruda For Intravenous Use In Hodgkin Lymphoma,Product Approval
South Korea Grants Lightbridge Key Patent for Metallic Nuclear Fuel Design,Product Approval
Horizon Pharma Announces U.S. Patent Office Issuance Of Notice Of Allowance With Claims Covering RAVICTI,Product Approval
Analysts: Athletic Brands Aren't Making Enough Products For Women,OTHER
What's The Difference? A Look At Two South Korea ETFs,OTHER
"Top Performing Industries For April 20 (IPG, HOG, MGM, HMA, BHI)  ",OTHER
Jim Cramer Interviews CEO Richard P. Hamada of Avnet on Mad Money,OTHER
January Class 8 Orders Remain Low But Outperform Year Ago,OTHER
"Martin Shkreli on Generics: 'Big Pharma Cos. Don't Pay Attention to Their Drugs, And That's an Arbitrage Opportunity,' Discussing the Many Drugs He Tried to Buy from Big Pharma Cos. Over the Years",OTHER
Earth To Elon: Musk Wants To Conquer Music And The Ways It's Delivered,OTHER
Does Warren Buffett's Investment In Flying J Bode Well For TravelCenters Of America?,OTHER
Biotech/Biodefense Stock News; Aethlon Medical Clarifies News Report,OTHER
Biopharmaceutical Investors Among The Most Fed Up With The Election,OTHER
S&P Affirms Ratings on Raymond James Financial; Outlook Raised from Negative to Stable,Credit Ratings
S&P Affirms Ratings on Willis Group Holdings; Outlook Raised from Stable to Positive,Credit Ratings
S&P Affirms Ratings on Kratos Defense & Security ; Outlook Raised from Negative to Stable,Credit Ratings
S&P Affirms Mueller Water; Raises Outlook from Stable to Positive,Credit Ratings
Moody's Upgrades Louisiana-Pacific CFR to Ba2; Outlook Stable,Credit Ratings
Philippines ETF Hits New High as S&P Joins Investment-Grade Party,Credit Ratings
"Moody's Raises American Towers Outlook From Negative To Stable, Affirms BAA3 Ratings",Credit Ratings
"FNB Issues Release Highlighting Moody's First-Time Ratings at Baa3, Stable Outlook",Credit Ratings
Moody's Upgrades Tyco To A3; Outlook Stable,Credit Ratings
Moody's Upgrades HCP Senior Unsecured Rating to Baa1; Outlook Stable,Credit Ratings
S&P Affirms 'BBB' Ratings On Walgreens Boost Alliance; Raises Outlook From Negative To Stable,Credit Ratings
Moody's Says Italian RMBS Performance Remained Stable in August 2011,Credit Ratings
S&P Affirms Ratings on Cintas; Outlook Raised to Positive,Credit Ratings
Fitch Affirms France at 'AA+'; Outlook Stable,Credit Ratings
Moody's Changes Outlook on Greece's Banking System to Stable from Negative,Credit Ratings
Moody's Reviewing Bristol-Myers For Credit Rating Downgrade Following Deal For Celgene,Credit Ratings
Assured Guaranty Responds to S&P Placing its Operating Subsidiaries on CreditWatch Negative from Negative Outlook,Credit Ratings
S&P Affirms Ratings on JC Penney; Outlook from Negative to Stable,Credit Ratings
S&P Affirms Hong Kong 'AAA/A-1+' Ratings; Outlook Stable,Credit Ratings
Moody's Affirms Ratings on Corrections Corp.; Outlook Raised from Stable to Positive,Credit Ratings
S&P Affirms Ratings on Kohl's; Outlook Lowered to Negative,Credit Ratings
Moody's Upgrades Graphic Packaging CFR from Ba3 to Ba2; Outlook Stable,Credit Ratings
Moody's Puts 5 of 15 AAA-Rated US States on Review for Possible Rating Cut,Credit Ratings
S&P Affirms Ratings on Leidos; Outlook Lowered from Stable to Negative,Credit Ratings
S&P Says Macy's Ratings Lowered To BB+ On Strategy Execution Risks And Intensified Secular Headwinds; Outlook Stable,Credit Ratings
Moody's Affirms Ratings on CIGNA; Outlook Raised from Stable to Positive,Credit Ratings
Moody's Upgrades Equity One's Senior Unsecured Ratings to Baa2,Credit Ratings
 Fitch Rates Berkshire Hathaway's Senior Debt Issue 'A+',Credit Ratings
Fitch Upgrades Crown Castle IDR from BB to BBB-; Outlook Lowered from Positive to Stable,Credit Ratings
S&P Says Sears Holdings Ratings Unchanged On Lands' End Spin-Off,Credit Ratings
Fitch Affirms Ratings on JC Penney; Outlook Positive,Credit Ratings
Fitch Says Coronavirus' Rapidly Increasing Effect On Air Travel Is Placing Downward Pressure On Global Airline Credit Profiles,Credit Ratings
"Moody's PG&E To B2; Says Review For Downgrade Will Continue To Look For Signs Of Legislative, Regulatory Support For Co.",Credit Ratings
S&P Affirms Ratings on E*TRADE; Outlook Raised from Stable to Positive,Credit Ratings
Fitch Revises India's Outlook to Negative; Affirms at 'BBB-',Credit Ratings
S&P Affirms Ratings on Access Midstream Partners; Raises Outlook from Stable to Positive,Credit Ratings
"Fitch Affirms Ratings on AmEx, Discover, SLM; Outlook Stables",Credit Ratings
S&P Affirms The Netherlands 'AA+/A-1+' Rtgs; Outlook Stable,Credit Ratings
S&P Downgrades Gentiva Health Services to B- From B; Credit Watch Negative,Credit Ratings
"Allergan Announces Will Restructure, Expecting to Cut Headcount by 1,500 Positions",Labour Issues
Sears Says Holiday Hiring On Pace for About Same as Last Year; Will Introduce Mobile Checkouts in Stores -Bloomberg,Labour Issues
"Lowe's Lays Off Thousands Of Store Workers; Lowe's To Outsource Maintenance, Assembly Work To Third Party Vendor",Labour Issues
JC Penny Shares Fall 6% Premarket to $8.38 Following NY Post Report on Co Taking Emergency Measures Including Cutting Payroll,Labour Issues
Google Confirms That Is Temporarily Shutting Down All China Offices Due To Coronavirus Outbreak,Labour Issues
"Sunpower Says On Feb. 21st, It Began Implementing Initiatives To Reduce Op. Expenses, Expects To Between 150-250 Jobs, Representing An Impact To 3% Of Co.'s Global Workforce",Labour Issues
"Form 8-K from JetBlue Shows Arbitrator Denied Claims from 2009 in Base Pay Dispute, Said 2007 Pay Adjustments Triggered Provision",Labour Issues
"Bloomberg Reporting Airbus Going through ""Complex"" Talks with Works Councils; Restructuring Implementation to Begin in 2H",Labour Issues
"Wells Fargo To Eliminate 2016 Bonuses For Top Execs, Discussed Withholding Bonuses From CEO Sloan and CFO Shrewsberry According To Dow Jones Sources",Labour Issues
From Navistar Earnings Release: Co. to Reduce Headcount by ~500 Jobs,Labour Issues
"Fired American Realty Capital Accounting Officer Sues Company, Claims Defamation, Alleges Accounting Manipulation",Labour Issues
"Hearing Time Internal Memo Shows Co. Will Reduce Workforce By 300 Jobs (4% Of Workforce) Via Layoffs, Buyouts",Labour Issues
JPMorgan Set To Cut 1% Of All Jobs In Consumer Unit: Report,Labour Issues
"South Africa's Mining Industry, Unions, Government Agree to Plan to Stem Job Losses, Delays Layoff, Sell Distressed Assets, Promote Platinum as Central Bank Reserve Asset -Reuters",Labour Issues
Home Depot Canada Announces Will Hire Nearly 6K Associates for Springtime Seasonal Hiring,Labour Issues
Unilife 8-K Shows Co. Plans To Cut 17% Of Workforce (50 employees) And Plans To Cut OpEx In 2016,Labour Issues
Chipotle Shares Unaffected Amid Headline City Of New York Has Sued Co. For Violating Fair Workweek Law,Labour Issues
Universal Electronics Outlines 4 Steps In Corporate Restructuring,Labour Issues
Urban Outfitters to Close All Stores Worldwide Due to Coronavirus Until at Least March 28,Labour Issues
American Express Has Suspended A Staff Director Related To A Forex Pricing Probe,Labour Issues
Simon Property Group Shares Quiet Following Report Co. Laying Off 30% Of Its Workforce,Labour Issues
Arcos Dorados Shares Tick Lower As Hearing Peruvian Labor Watchdog Says Co. Guilty Of Serious Labor Violations Related To Employee Deaths At McDonald's,Labour Issues
"Mid-Day Market Update: Wednesday's Movers, China Intervenes With Yuan And Kraft Heinz Job Cut",Labour Issues
"Public Service Electric And Gas To Temporarily Close Customer Service Centers, Suspend Shut Offs For Non Payment",Labour Issues
Chesapeake Energy CEO Says In A Letter To Employees They Reduced Workforce By 13% This Morning,Labour Issues
Verso Corp 8-K Filing Shows Co. Will Reduce Production Capacity At Paper/Pulp Mills In Maine Indefinitely,Labour Issues
"Hearing HollyFrontier Has Said Reduced Production Rates at El Dorado, KS Plant from 138K Barrels/Day to ~98K Following Discovery of Hole in Sulfur Recovery Unit",Labour Issues
Universal Electronics Announces Corporate Restructuring,Labour Issues
Navistar Takes $140 Million Revenue Hit From UAW-GM Strike,Labour Issues
UPDATE: eBay Says Took Q4 Restructuring Charge of $31M Related to Headcount Reduction,Labour Issues
Will The Pilot’s Strike Push Spirit Into Bankruptcy?,Labour Issues
8-K from Interphase Shows Co. Expecting to Reduce Headcount by 15-25%; Expecting $50K-$150K Termination Benefits Charge,Labour Issues
"UPDATE: Eli Lilly Says Streamlining Of Operations Will Impact ~8% Of Workforce, Or About 3,500 Jobs",Labour Issues
"Macy's, Inc. to Hire 78,000 Seasonal Associates in 2011",Labour Issues
"Delta To Buy Out Employees, Offer Early Retirement (DAL)",Labour Issues
"Teamsters Local 120 Issues Press Release Highlighting 'Another' Confirmed Case Of Coronavirus At United Natural Foods' Hopkins, Minnesota Warehouse, Calls On State Health Officials To Step In Before State's Grocery Supply Is Affected",Labour Issues
Tuesday Morning Corporation's Statement Regarding Alleged Termination Claim,Labour Issues
Mid-Morning Market Update: Markets Open Lower; JC Penney To Close Up To 140 Stores,Labour Issues
"Bloomberg Reporting Bank of Ireland, Labor Union Said to Be Near Pension Deal",Labour Issues
Polycom 8-K: Company To Cut Global Workforce By 11%,Labour Issues
"Penn West Petroleum Says Will Cut 35% of Workforce to Cut Costs, Defering $75M of 2015 Capital Spending, Cutting Board Retainer",Labour Issues
Sodastream Says Histadrut Union Notified Company That Sodastream's Israeli Subsidiary Employees Decided To Join Labor Union,Labour Issues
"Newpark Outlines Implementation Of Cost-Reduction Programs, Including Workforce, Bonus Suspension, Salary Cuts, Elimination Of Non-Essential Capital Investments, Cuts FY20 Capex To $15M-$20M",Labour Issues
YRCW Gets Concession from Teamsters - Analyst Blog,Labour Issues
Skyline Champion Suspends Operations at Some of its Facilities in Response to Coronavirus,Labour Issues
Qualcomm Said to Hire GM's Ex-Futuristic Vehicle Developers -Bloomberg,Labour Issues
"Fastenal In Mid-March 2020, Established Operating Expense Reductions Within Business; Included In Operating Expense Reductions Was Decision To Eliminate Most Leadership Bonuses During Q2 Of 2020",Labour Issues
UPDATE: NFL Player Representatives Approve Collective Bargaining Agreement,Labour Issues
Lyondell Houston Refinery Gasoline Unit May Be Shut 3 Weeks,Labour Issues
UAW Executive Board Files Article 30 Charges Against Gary Jones And Vance Pearson,Labour Issues
SkyWest Will Be Impacted By American's Decision To Cut Ties With ExpressJet,Labour Issues
"Wayfair To Open New Facility In Savannah, Add 1,000 Jobs",Labour Issues
"UPDATE: Crown Holdings Cutting Jobs Across Europe, Sees Reduction Affecting ~300 Employees",Labour Issues
Micron Shares Unaffected As Hearing Co. Has Committed To 90-Day No Layoff Plan,Labour Issues
Does a Minimum Wage Hike Threaten Retailer JC Penney?,Labour Issues
Deutsche Bank Considering To Cut Thousands More Jobs,Labour Issues
Agrium Announces Production As Vanscoy Potash Mine Shutdown Following Mechanical Error,Labour Issues
How to Profit as the United Kingdom is Brought to Standstill by Strikes,Labour Issues
Kinross Gold Says Closed Toronto Office Wed. After Employee Tested Positive For Coronavirus,Labour Issues
"UPDATE: Whirlpool Sees $500M Restructuring Charge, Cutting About 5,000 Jobs ",Labour Issues
Ford Spokesperson Says Has Not Lost Any Auto Production Outside US Amid Coronavirus,Labour Issues
Teamsters Says Allegiant Air Pilots Representd By Airline Professionals Association Teamsters Local 1224 Voted to Authorize Strike -Reuters,Labour Issues
"UPDATE: Tenneco Began Implementing Headcount Reduction On Jan. 30, 2019; Sees Incurring $40M-$45M Charge In Q4'18",Labour Issues
CME To Shut Down Chicago Trading Floor Over Coronavirus Concerns,Labour Issues
"Pepsi Shares Unaffected Following Earlier Story from Philly.com 'Pepsi to lay off 80 to 100, blames soda tax'",Labour Issues
Tyson Foods Says It's Shut Meat Plants In Georgia And Florida In Response To Hurricane Irma,Labour Issues
"Regeneron, Sanofi Report CHMP Issued Positive Opinion For Libtayo",Product Approval
Antares Pharma Announces Completion of Teva's Decentralized Procedure for Teriparatide Injection in Europe,Product Approval
Edwards Lifesciences Receives IDE for US Clinical Trial of Sapien 3,Product Approval
USPTO Grants Codexis Patent for Enzymes Used in Hep-C Therapeutics   ,Product Approval
Merck FDA Advisory Committee Meeting for Insomnia Drug Suvorexant Begins at 8 AM ET,Product Approval
PerkinElmer Reports FDA Provided Emergency Use Authorization For Co.'s Coronavirus RT-PCR Test,Product Approval
Sucampo Receives Notice from MHRA in UK that Second Indication for AMITIZA for Opioid-Induced Constipation Is Not Approved ,Product Approval
"Mylan Shares Tick Higher, Still Down 0.9% For Session, But Off Intraday Low; Hearing EU Conditional Approval Was Given For Off-Patent Deal With Pfizer",Product Approval
CEL-SCI Corporation Receives Russian Government Approval to Commence Phase III Clinical Trial   ,Product Approval
GW Pharma Submits CBD Seizure Treatment To European Medicines Agency For Approval,Product Approval
Ligand Partner GlaxoSmithKline Receives FDA Breakthrough Therapy Designation for Promacta/Revolade for Severe Aplastic Anemia,Product Approval
iCAD Receives FDA Clearance of PowerLook Density Assessment for Digital Breast Tomosynthesis,Product Approval
"Bristol-Myers Reports CHMP Recommended Approval Of Opdivo Plus Low-Dose Yervoy As First-Line Treatment For Patients With Intermediate-, Poor-Risk Advance Renal Cell Carcinoma",Product Approval
St. Jude Medical Receives FDA Approval for Expansion of BROADEN Deep Brain Stimulation Study for Depression ,Product Approval
"The Daily Biotech Pulse: FDA Nod For Pfizer, Vanda Forges Partnership For COVID-19 Drug Research, Neuronetics Pre-Announces Revenue Shortfall",Product Approval
"Novo Nordisk Says CHMP Provides Positive Opinion For EU Label Update For Tresiba Based On Data From Switch Trials, Demonstrated Clinically Relevant Reductions In Hypoglycaemia Compared With Insulin Glargine U100",Product Approval
J&J's Janssen Pharma Says European Commission Approved Erleada For Non-Metastatic Castration-Resistance Prostate Cancer Patients,Product Approval
PharmaEngine Announces Merrimack Completed MM-398 NDA Submission to U.S. FDA,Product Approval
FMC Receives Regulatory Approval In India For Acquisition Of A Portion Of DuPont's Crop Protection Business,Product Approval
"Merck Says FDA Acknowledged Resubmission of NDA for Ezetimibe, Atorvastatin Tablets",Product Approval
Meridian Bioscience Receives FDA Clearance for New Molecular Test: illumigene Group B Streptococcus,Product Approval
Ball Aerospace Satellite Passes Pre-Environmental Review (BLL),Product Approval
"Energous Reports Received FCC Certification For Over-The-Air, Power-At-A-Distance Wirless Charging",Product Approval
EMA Validates Application for Bristol-Myers Squibb's Sprycel in Children with Chronic Myelogenous Leukemia,Product Approval
"Baxter Submits Application for U.S. FDA Approval of BAX111, Investigational Recombinant Treatment for Von Willebrand Disease",Product Approval
Palatin Technologies shares are trading higher after reports surfaced that the company won Orphan Drug Designation from the FDA for its Anterior Uveitis Treatment.,Product Approval
Protalix Submits Reply to FDA Complete Response Letter for Taliglucerase Alfa and Reports Top-Line Results from the Company's Switchover Trial ,Product Approval
"The Daily Biotech Pulse: Sorrento Submits EUA Application For Rapid Coronavirus Test, Decision Day For Viela, Lantern Pharma IPO",Product Approval
Ironwood Pharma Reports FDA Fast Track Designation For Praliciguat For Treatment Of Heart Failure with Preserved Ejection Fraction,Product Approval
Pfizer Announces U.S. FDA and European Medicines Agency Accept Regulatory Submissions for Review of Dacomitinib,Product Approval
"ARIAD, Otsuka Submit New Drug Application in Japan for Ponatinib",Product Approval
St. Jude Medical Announces FDA Approvals of New Pacemakers ,Product Approval
Versartis Phase 3 Enrollment Granted Approval In Japan,Product Approval
"Exelixis' Partner, Ipsen, Announces Health Canada's Approval For CABOMETYX Tablets In Advanced Renal Cell Carcinoma; Approval Was Based On Improvement In Overall Survival, Progression-Free Survival And Objective Response Rate",Product Approval
Sandoz Resubmits Biosimilar Pegfilgrastim Application to FDA,Product Approval
Williams Partners Receives FERC Approval for Transco Pipeline Expansion,Product Approval
US Navy Accepts General Dynamics-built MUOS Ground Stations ,Product Approval
FDA Approves First Generic Versions of Antidepressant Drug Cymbalta ,Product Approval
Palatin Technologies Supports FDA's Approval of the First-Ever Treatment for Female Sexual Dysfunction,Product Approval
Shares of Medtronic Rising on FDA Approval For VenaSeal Closure System,Product Approval
"Spero Therapeutics Reports Received FDA Fast Track Designation For SPR994 For Treatment Of Complicated Urinary Tract Infections, Acute Pyelonephritis",Product Approval
Covidien Announces Japanese Approval for Stapling Reload Technology,Product Approval
Sanofi's Genzyme Announces Lemtrada Resubmission Accepted for Review by FDA ,Product Approval
Orexigen Therapeutics Rallying After Arena Pharmaceuticals' FDA Approval ,Product Approval
Cardiovascular Systems Completes PMA Submission of Orbital Atherectomy System for Coronary Artery Disease Treatment ,Product Approval
St. Jude Medical Announces Receiving of CE Mark for Only MR-Conditional Rechargeable Spinal Cord Stimulator,Product Approval
ARIAD Announces FDA Acceptance of NDA Filing for Ponatinib ,Product Approval
QIAGEN Receives FDA Approval to Expand Use of EGFR Test in Lung Cancer,Product Approval
"FDA Greenlights Merck's Blockbuster Drug Keytruda For First-Line Treatment Of Head, Neck Cancer",Product Approval
Advaxis Spikes Higher on FDA Orphan Designation for Live Attenuated Bioengineered Listeria Monocytogenes Immunotherapy,Product Approval
"Stocks Trading Ex Dividend For Tues., Oct. 16, 2018",Dividends
UDR Raises Qtr. Dividend From $0.3425 To $0.36/Share,Dividends
Restaurant Brands Raises Qtr Dividend From $0.45 to $0.50/Share,Dividends
Cohen & Steers Announces $0.50/Share Special Dividend,Dividends
Lockheed Martin Declares First Quarter 2011 Dividend of $0.75,Dividends
Capital One Expects to Maintain $0.05 Quarterly Dividend,Dividends
Cellcom Israel On Thursday Announced It Will Not Declare Cash Dividend For Q3,Dividends
Heartland Financial Increases Qtr. Dividend From $0.10 To $0.11/Share,Dividends
"Stocks Trading Ex Dividend For Fri. Nov. 9, 2018",Dividends
"Stocks That Will Be Trading Ex Dividend Fri., Oct. 19, 2018",Dividends
Potash Raises Qtr. Dividend from $0.21 to $0.28/Share,Dividends
Associated Banc-Corp Raises Qtr. Dividend From $0.17 To $0.18/Share,Dividends
"Stocks Trading Ex Dividend For Thurs., Sep. 6, 2018",Dividends
Continental Resources Initiates $0.05/Share Qtr. Dividend,Dividends
HB Fuller Raises Qtr. Dividend from $0.14 to $0.15/Share,Dividends
"Delta Natural Gas Company, Inc. Announces Dividend of $.34",Dividends
"MFA Financial, Inc. Announces Fourth Quarter Preferred Dividend",Dividends
"Apartment Investment and Management Company Declares Dividends on Class T, U, V and Y Cumulative Preferred Stock ",Dividends
RGC Resources Raises Quarterly Dividend From $0.155 To $0.165/Share,Dividends
Vornado Declares an Increased Quarterly Common Dividend of $.69 per Share,Dividends
HNI Corp Raises Qtr. Dividend From $0.28/Share To $0.285/Share,Dividends
"Nordstrom Takes Up The Dividend Fight With Peers (JWN, JCP, M, DDS, SKS, KSS, SHLD)",Dividends
PDL BioPharma Inc: The Biotech Stock That Pays A Nice Dividend,Dividends
Stock Yards Bancorp Raises Qtr. Dividend from $0.23 to $0.24/Share,Dividends
Transocean Receives Shareholder Proposal for $4.00/Share Dividend from Icahn Affiliated Funds,Dividends
Cullen/Frost Increases Qtr. Dividend From $0.53 To $0.54/Share,Dividends
Stocks Going Ex Dividend the Fourth Week of March 2010,Dividends
"Stocks That Will Be Trading Ex Dividend Monday, August 20th",Dividends
"Stocks Trading Ex Dividend For Thurs., Sep. 20, 2018",Dividends
"Copa Holdings Reports Early Payment of $2.25/Share Annual Dividend, to Be Paid on Dec. 27th to Holders of Record Dec. 12th",Dividends
Dun & Bradstreet Increases Qtr. Dividend From $0.4625 To $0.4825/Share,Dividends
Briggs & Stratton Boosts Buyback by $50M; Increases Dividend from $0.11 to $0.12,Dividends
Williams Raises Qtr Dividend From $0.4025 to $0.4250/Share,Dividends
Aetna Board of Directors Declares Annual Cash Dividend of $.04  ,Dividends
News Corp Announces Plans to Initiate Dividend Of ~$0.10/Shr In Q1 20616,Dividends
Kelly Services Increases Qtr. Dividend From $).05 To $0.075/Share,Dividends
Ameriprise Financial Announces 12% Qtr. Dividend Increase to $0.58/Share,Dividends
Kemper Announces Dividend Increase From $0.28 to $0.30/Share,Dividends
Global Partners Raises Qtr Dividend From $0.52 to $0.525/Share,Dividends
Bar Harbor Bankshares Increase Quarterly Dividend To $0.005 From $0.0025,Dividends
"Telefonica Cancels 2012 Dividend, Share Buyback Plan",Dividends
"Deutsche Bank Raises Quarterly Dividend To EUR$2.25/Share, Expects 2016 EPS Up 10-15%",Dividends
Hershey Declares Quarterly Dividends of $.32 and $.29  ,Dividends
Pinnacle Foods Announces Initial Quarterly Cash Dividend of $0.18/Share,Dividends
American Express shares are trading higher after Wells Fargo maintained its Overweight rating on the stock.,Analyst Rating
Williams Partners LP (WPZ) Gets Equal-weight Rating,Analyst Rating
UPDATE: Wunderlich Securities Upgrades Iberiabank to Buy on Impressive Q3 Results  ,Analyst Rating
UBS Downgrades Wisconsin Energy Corporation to Sell,Analyst Rating
Morgan Stanley Maintains Equal-Weight on Marriott International,Analyst Rating
Bank of America Downgrades Textainer Group Holdings Limited to Neutral,Analyst Rating
"Jim Cramer Sees Bull Market In The Pet Food Sector (DLM, CL, PETM, PETS) ",Analyst Rating
Seaport Global Downgrades Hyster-Yale Materials to Sell,Analyst Rating
UPDATE: BWS Financial Upgrades Atlantic Tele-Network On Data Traffic,Analyst Rating
Hearing UBS Upgrades Precision Drilling from Neutral to Buy,Analyst Rating
Sterne Agee Maintains Neutral On Quanta Services  (PWR),Analyst Rating
Blueshift Ideas Negative on Content Distribution Networks,Analyst Rating
UPDATE: D.A. Davidson Initiates Coverage On First Potomac Realty Trust On Fair Valuation,Analyst Rating
Bernstein Upgrades Kroger Company (The) Common Stock to Outperform,Analyst Rating
BMO Capital Downgrades Marchex To Market Perform,Analyst Rating
